segment_id,speaker,video_id,start,end,text,toxicity_true
ben_shapiro_MrpKVHd_1No_1099,ben_shapiro,MrpKVHd_1No,3639.92,3684.559,"answer. Now, I think most Protestants, right, the majority of Protestants are going to condemn this as unbiblical, and they'd be right to. I I don't see uh polygamy popular among Christians ever, even today, and it won't be in the future. But one thing I think that the Catholic has that the Protestant doesn't is a teaching office to help him interpret sacred scripture. So, just because we see polygamy, it doesn't follow that polygamy was God's idea. and Christ points us back to the beginning uh where it was not. So there was there was male and female. >> Yeah. One one of the points you make here and obviously for Catholics you're talking about the the authority of the Catholic Church that the sort of Jewish equivalent would be the oral tradition",
ben_shapiro_yhKn2VEun6E_0978,ben_shapiro,yhKn2VEun6E,1892.72,1936.64,"leverage people. Republicans are not interested in using food stamps as a way of harming Americans, thus to get the other side to cave. They understand they're the party in power, but they actually are not supposed to just empty emergency funds from SNAP because the government refuses to go into session and pass a CR. Well, a federal judge in Rhode Island ordered the Trump administration to release full funding for November food stamps by Friday. That oral order came as many, many Americans, 42 million Americans, have lost access to some benefits under SNAP. US District Court Judge John Mc McConnell, who is of course an Obama appointee, no surprise, said, quote, ""Last week, SNAP benefits lapsed for the first time in our nation's history. This",
ben_shapiro_k4g4vpR4EaM_0630,ben_shapiro,k4g4vpR4EaM,2546.96,2591.04,"ended up taking over was a former al-Qaeda and ISIS terrorist. that person whose name is Ahmed al- Sharah, he decided to visit the White House yesterday. Syria, the United States is trying to broker some sort of deal between Syria and Israel. The Turks basically run Syria at this point. The great unmentioned elephant in the room in the Middle East right now is not Iran. It's not Israel. It's not Saudi. It's Turkey. Turkey has been spreading its wings attempting to extend the range of its neotoman empire through Syria. There's no question that's what Turkey has been doing. Erdogan is in fact a radical Islamist who supports terrorism throughout the region. The fact that",
ben_shapiro_R5qWmHn7SUY_0107,ben_shapiro,R5qWmHn7SUY,461.199,505.68,"confidant and PR adviser to a convicted sex offender like Jeffrey Epstein who is well known to be into underage girls. If that is, I don't know what that says about you or why you should have any level of authority in any future Republican party. This seems to me quite damning. The texts released by the House Oversight Committee show as early as 2018 that paradvising responses to the gathering storm of public outrage about Epstein's criminal history, his favorable treatment by the justice system, and his friendships with powerful figures in business, politics, and academia. Bannon conspiratorally described the renewed scrutiny of Epste as a sophisticated OP. And over time, he counseledled Epste in his adversarial responses to media outlets, the justice system, and his victims.",
ben_shapiro_ch1qmDW4A04_0481,ben_shapiro,ch1qmDW4A04,3176.4,3220.64,"legislative filibuster. They say you need 60 votes in order to be able to get this clean CR passed. Democrats continue to maintain this is the case even as SNAP benefits go away for a huge number of people. Even though flights are now going to be delayed at 40 airports, they're they're reducing 10% of their flights in order to deal with all of this. Democrats seem to show no qualms about what it is that they are doing at this point. Apparently, according to Axios, Senate Democrats are taking a moment after Tuesday night's resounding off your wins before making any firm moves to reopen the government. Victories emboldening the party's hardliners. Centrist Democrats seem stuck. Now, again, not all Democrats are similarly placed. If you are a Democrat",
ben_shapiro_yhKn2VEun6E_0971,ben_shapiro,yhKn2VEun6E,1597.44,1640.24,">> Okay. So, again, if what we're talking about here are more tariffs or more interventions, you understand that President Trump likes the headline of some firm telling him they're going to invest10 billion in the United States and build a factory. I have yet to see that money actually delivered and actually build the factory. Joe Biden used to say the same kind of stuff. Of course, he used to say, ""We're going to take tax dollars and we're going to ship sack and by tomorrow morning you're going to see one bajillion bajillion million jobs and ship man."" Yeah. And you know what? That never materialized. So, you might get a bit of a sugar high from an announcement, a sort of corporist announcement where the United States government has taken a stake in ex company, but the conditions",
ben_shapiro_R5qWmHn7SUY_0158,ben_shapiro,R5qWmHn7SUY,2598.079,2641.76,"don't really change people's overall lives for the better in any significant way in even the midterm. >> We've taken in hundreds of millions of dollars in tariff money. We're going to be issuing dividends later on some somewhere prior to, you know, probably in the middle of next year, a little bit later than the of thousands of dollars for individuals of moderate income, middle income. Uh we're going to pay down debt. You know, we have a lot of money from tariffs. If we didn't have tariffs, this nation would be in serious trouble. Now, if you actually want to help Americans right now, particularly on, for example, student debt, where Americans took out hundreds of thousands of dollars in student debt, largely subsidized by the federal government,",
ben_shapiro_M1A2BO4tkhE_0774,ben_shapiro,M1A2BO4tkhE,1216.08,1260.4,"parts of the Democratic party that are growing believe that sort of traditional Democratic Party politics are over that it's time to basically shut everything down. Shut everything down in the name of vast government redistributionism. Especially with this administration, my concern is that the lesson that they're learning is that Democrats are weak and that next time we just need to hurt people and working Americans more to get them to fold. And I don't want them to learn that lesson. And I want us to be a party that says we're going to get results for people. >> Okay. The AOC part of the Democratic party is on the on the ascent. There's no question that's the case. Yesterday, Zoran Mani, a self-stated socialist, held a secretive meeting, according to",
ben_shapiro_MrpKVHd_1No_1036,ben_shapiro,MrpKVHd_1No,1007.199,1050.96,"unemployment low and keeping inflation low. They should be charged with keeping inflation low. Keeping unemployment low is a function of innovation. It is a function of deregulation. It should not be a function of inflationary government policy. Using the central bank as your policy maker of first resort is a mistake and it leads to mistakes that tend to be inflationary in nature. Pretty rare that you get a Federal Reserve since the Great Depression that is deflationary in nature. They tend to favor inflation over deflation for obvious reasons. Well, now apparently the Federal Reserve is torn over an interest rate cut. According to the Wall Street Journal, officials are fractured over which poses the greater threat. Persistent inflation",
ben_shapiro_R5qWmHn7SUY_0101,ben_shapiro,R5qWmHn7SUY,211.44,254.72,"that President Trump is in the waning days of his political power. That President Trump is now close to being, if he is not already, a lame duck. And that means that the future of the Republican party is going to be fought in an interacing war. And that's going to involve a war of all against all people who have different perspectives on foreign policy, different perspectives on economics. And Steve believes presumably that he is going to have a heavy voice in deciding the future of the MAGA movement without President Trump. Now, let me be clear. There is no MAGA movement without President Trump. It does not exist. President Trump is MAGA. President Trump, as I have said before, is Su Janeer. It is it is the president of the United States who decides the direction of MAGA. And every attempt, every",
ben_shapiro_R5qWmHn7SUY_0128,ben_shapiro,R5qWmHn7SUY,1340.159,1384.159,"fellow traveling with Steve Bannon, a literal adviser to Jeffrey Epstein complaining about President Trump. I I think maybe you guys have another agenda. All righty. Coming up, we're going to be joined by Scott Jennings. Plus, we will talk about the AI bubble. Is that about to burst first? There's a lot of stuff this time of year people are thinking about replacing in their house. Maybe you need to repaint your house. the walls are all scuffed up or maybe you need to change out, you know, some of the machinery in your but here's the thing that we can all do better and that is our sleep quality bowling branch makes the magic happen for you. They're having their best sale of the year right now. 25% off everything on their site. If you've been thinking about upgrading your bedding, this would be the magical time. I'd start with their signature sheets if I were you. They've really nailed that sweet spot between being soft and breathable, which makes a huge",
ben_shapiro_M1A2BO4tkhE_0785,ben_shapiro,M1A2BO4tkhE,1681.76,1726.0,"it works. It has never worked [clears throat] that way. And literally all of human history has never worked that way. So recognizing economic realities, what can you do to alleviate some of these problems? Well, I'll tell you what you can't do is denial. Politically speaking, denial is a bad idea. So, the administration lately has tried this. Again, this is nothing new. Barack Obama used to do this back when the economy under Barack Obama was bad, which it was. Barack Obama used to say that people just don't understand what we're doing. If we just articulate it better, then they'll understand that that tech never works. President Trump has been trying to do this a little bit. He's been going on shows and doing interviews in which in which he says that people just don't understand how good the economy is. But again, trying",
ben_shapiro_R5qWmHn7SUY_0096,ben_shapiro,R5qWmHn7SUY,0.16,44.559,"As more Epstein files drop, some of the biggest conspiracy theorists are ins snared in the scandal itself. Plus, we get to Marjgery Taylor Green rebelling against the president of the United States and the stock market taking a tumble. What comes next first? Tomorrow night, join me, Matt Walsh, Michael Moles, and Andrew Claven for a new live episode of Friendly Fire. Get there early because right before the show starts, we are announcing the winners of our lifetime membership sweep stakes. If you downloaded the Daily Wire Plus app and hit follow under my profile, make sure you're here because I might be calling your name right before the show begins. Each of us has one lifetime membership to give away tomorrow night. You'll hear all four winners announced before we go live at 7 p.m. Eastern. After that, we get straight into the discussions, the arguments, the stories dominating the news cycle. Do not miss Friendly Fire tomorrow at 7:00 p.m. Eastern on Daily Wire Plus. Well,",
ben_shapiro_9tBJ87oJgqg_0331,ben_shapiro,9tBJ87oJgqg,375.44,419.28,"capital in order to vote on all of this. All righty. Coming up, the Democrats are super duper angry with the other Democrats. You know, like the sane ones. First, there's a reason I'm proud to say Pure Talk is my wireless company. They don't just talk the talk, they walk the walk. Especially when it comes to supporting our veterans. This month, Pure Talk is choosing to support Canines for Warriors, an incredible organization that rescues and trains dogs, then pairs them with veterans struggling with PTSD. These are men and women who served with honor. When they come home, that brotherhood, that support network they had in the military, too often it disappears. Kines's for Warriors steps up to fill that gap, giving these heroes purpose, companionship, and healing. That's exactly why Pure Talk, a veteran led company, supports them. Choose a wireless company that shares your values. And with talk text plenty of 5G data for just 25 bucks a month, you",
ben_shapiro_TkvYWPAz1gM_0275,ben_shapiro,TkvYWPAz1gM,1509.52,1553.84,"That would be as the kids say huge if true but um in fact it is not true. In fact that that is not that is not true. Tariff shocks act through an aggregate demand channel is what the study actually suggests. And what does that mean? What that means is that as demand craters what you end up with is a deflationary spiral. tariff hikes, raise unemployment, lowers economic activity and lowers inflation. I'm not sure the president wants to lower economic activity. I'm not sure that's what he's looking for. So, the argument that it lowers inflation by, you know, destroying the economy, I don't think that that's the thing that you're looking for.",
ben_shapiro_TkvYWPAz1gM_0270,ben_shapiro,TkvYWPAz1gM,1301.28,1344.72,"sales running on their website. Okay. Meanwhile, concerns about affordability continue to plague the administration. According to the Wall Street Journal, a proposal to give Americans direct payments of $2,000 or more, an antitrust probe into allegations that meat packing companies are colluding to drive up beef prices. A new plan to lower tariffs on coffee, fruit, and other popular products. President Trump and his advisers are rushing to try to lower prices for American consumers after voters sent a warning shot to Republicans this month over the high cost of living. Following the recent election, Trump's aids have urged the president to focus on affordability. Now, as I pointed out for weeks and and legitimately my entire career, the only way to achieve affordability truly is to have a robust economy built on private",
ben_shapiro_PGtFTXj6kZc_0010,ben_shapiro,PGtFTXj6kZc,420.16,462.96,"President Biden. What that led to is an increase in the price of pretty much everything, but particularly housing. Because when people didn't know what to do with their money, they figured, I'm going to plow that into the housing market. Because historically the housing market has been an excellent repository of wealth. The way that you got wealthy is you bought a house and then if you got richer maybe sold that house and bought another house that was bigger and kept upgrading your wealth level as what my parents did. Think what many Americans parents did. It's what I've done myself. However, there's some myth making right now about the price of housing in the United States. So Zor Mamani wins in New York and he shouts about housing unaffordability and of course he's right. New York is really really unaffordable. We talked yesterday on the",
ben_shapiro_9tBJ87oJgqg_0344,ben_shapiro,9tBJ87oJgqg,919.12,963.199,"acknowledges that their lack of focus on bringing down costs the shutdown and all its economic impacts are affecting him. They're dragging him down. Okay. So again, this is um this is week T because as you can see, Democrats are very very very upset. Immediately upon the announcement that enough Democrats had voted to end the shutdown, that the shutdown will in fact come to an end, Alexander Okaziocortez, who has her eye on 2028, put out a statement. The average monthly SNAP benefit is $177 a person. The average ACA benefit is up to $550 a person per month. By the way, we should note at this point that that's actually a fair bit of money. I mean,",
ben_shapiro_TkvYWPAz1gM_0290,ben_shapiro,TkvYWPAz1gM,2139.28,2184.079,"spending. So I then asked how much does Medicare, Medicaid and Obamacare, how much do these contribute to this dynamic? And comet answers, Medicare and Medicaid have been major contributors to the growth and high level of US healthcare spending. Each accounting for a sizable share of national health expenditure since their inception, while the Affordable Care Act, Obamacare, has had a complex effect, dampening spending growth rates in some areas, but increasing total coverage and thus increasing costs. Medicare represented about 21% of total US healthcare spending as of 2023. That is up from 10% in 1970 and 19% in 1990. Medicaid accounts for about 18 to 19% of total national health expenditures.",
ben_shapiro_-v01asSN2gU_0716,ben_shapiro,-v01asSN2gU,1848.159,1891.039,"girlfriend and goes, ""Oh, she's a massive bitch."" >> I mean, I I think that you could you could I think that probably he would agree with that on America's foreign policy. >> I think he he talks about this openly about, for example, the war in Iraq, but I think that he he's been critical of pretty much every American foreign policy decision since World War II, including World War II. I mean really including World War II, right? I mean he has on guests who have said repeatedly, not just one, more multiple guests who have said that either America took the wrong side in World War II or the true villain of World War II was Winston Churchill. He himself has said what did Churchill actually gain because now London is a terrible place which is sort of like saying that there's litter in the streets of New York, therefore the enlightenment was bad. It's like clearly",
ben_shapiro_TkvYWPAz1gM_0273,ben_shapiro,TkvYWPAz1gM,1426.88,1470.88,"just helicopter money. Helicopter money increases prices. Now, I've seen the administration passing around a study from the Federal Reserve Bank of San Francisco. This was originally reported by Breitbart and the headline was Fed study vindicates Trump trade policy. 150 years of evidence shows tariffs lower inflation. Okay, that is not what the study says. That is not what the study says. What the study actually says is that tariffs eventually lower inflation by leading to economic depression. That's what it actually says. What it says is that prices temporarily increase and then demand levels off and then begins to decline as there is job loss and inability to pay for the inflated prices and then the prices decline. So",
ben_shapiro_TkvYWPAz1gM_0306,ben_shapiro,TkvYWPAz1gM,2812.56,2856.8,"system over the long term, that again has to be the foundation. If we can't help people buy insurance on their own, we're never going to have a free market system for everybody. And I think that that is the biggest point here is that that our system is a mess. It is it is a mixture of nationalized healthcare through Medicare and Medicaid and heavily subsidized healthcare through Obamacare and then actual private health insurance which has been made very difficult to actually obtain employer based health insurance. It is it is indeed a complete mess and and basically the only way to unwind it is going to have to be peace meal piece by piece with with hard deregulatory work that is unrewarding in the short term and perhaps more rewarding in the long term. Avocy thanks so much for taking the time really appreciate it. >> Thank you Ben.",
ben_shapiro_HkYB_pZjPEM_0873,ben_shapiro,HkYB_pZjPEM,1926.559,1969.44,"operating for at least a year fell 2.7% in the 3 months ended November 1st. According to the Wall Street Journal, he said that Fideli, who is the CEO, he said that discretionary items like home decor and apparel are where they are really seeing a downturn. Not particularly on groceries, but on the other sort of stuff. Target has already been cutting jobs. So, are those stock market gains at the upper end of the market producing jobs in the same way? No. And that's not unusual. So, for example, in the aftermath of the dotcom bubble that burst in 2000 at the tail end of the Clinton administration, there was a fairly quick recovery in terms of the stock market under George W. Bush, but it took a little while for the jobs to come back because it turns out that when a bubble bursts, there tends to be",
ben_shapiro_R5qWmHn7SUY_0138,ben_shapiro,R5qWmHn7SUY,1763.12,1806.48,"to all of these files for four years. If if they wanted to release some bad information about President Trump from the files, there's no doubt that absolutely would have happened and that the president of the United States at the time, Joe Biden, would have actually had the power to do that. They had no scruples about, you know, his tax returns leaking into public view, for example. It it is amazing to me that there are so many members on the Republican side of the aisle who really are attempting to undermine his presidency by focusing in on Epstein. And again, this idea that that there's something deep and dark hiding in the Epste files, and that's what President Trump has bothered about. I mean, you spent time with him. He's been saying, and people I've talked to who are very close with him have been saying, ""No, the real reason he doesn't really want all that out there is is not because he is anti-transparency. It's because he doesn't feel like talking about dumb crap in the middle of a presidency that",
ben_shapiro_R5qWmHn7SUY_0109,ben_shapiro,R5qWmHn7SUY,545.279,589.519,"Epstein about how to rehab Jeffrey Epstein. On June 22nd, 2018, days after Jeffrey Epstein had been the focus of an anti-Trump protest at a Trump speech, the men began discussing the scandal that was beginning to loom over Epstein. At first, they treated it as a publicity problem with Bannon seeing it as an orchestrated campaign. Bannon asked Epste, ""Who is running this op on you? Something serious going on."" Epste replied, ""First to protest at Clinton and then at Trump, lots of people very angry at our friendship."" Bannon responded, ""It's an op, dude. I do this for a living. The pieces that are dropping are deeply researched."" adding, ""This is sophisticated op."" On December 18th, an unknown correspondent tried to reassure Epste, writing, quote, ""It will all blow over. They're really just trying to take down Trump and doing whatever they can to do that."" Epste responded, ""Yes, thanks.",
ben_shapiro_n_TgAa9uMVc_0557,ben_shapiro,n_TgAa9uMVc,2567.359,2612.319,"brothers. I know stand with Trump. F the left. F the GOP. F the Secret Service. F the Jews. F democracy. God is with us. And also a white nationalist named Vincent James Fox who has said he is part of the Christian Taliban. Now, why do I point this out? Because the left is cheering the stupidity of Republicans for doing this stuff. They are desperately, they are loving every moment of this. Every single moment of this. Now, Fuentes wishes to bill, by the way, cleans out the actual principles of conservatism. that cleans it out. Legitimately, the only thing that you can say that Fuentes is conservative on in any sort of traditional sense is that he is anti-mass migration. That's pretty much it. On economics, he is not. And on social policy, by the",
ben_shapiro_HkYB_pZjPEM_0866,ben_shapiro,HkYB_pZjPEM,1630.159,1674.24,"In July 2021, the company received an overpayment of $5 million in FEMA funds. Again, apparently they conspired to steal that 5 million allegedly and they routed it through multiple accounts to dis disguise its source. So, we are only bringing the best. It's been a wonderful, wonderful day for Congress, which remains a repository of enormous amounts of stupidity. Okay. Meanwhile, in some positive news for the Trump administration, so we've talked about the Epstein of it. We've talked about the the sort of drag effect on Republican approval ratings for President Trump. The biggest issue for the president obviously is the affordability issue is the econ as always as always. If people do not feel secure about the economy, then they start to blame that on the president of the United States. No matter who the president is, that's just the way it",
ben_shapiro_9tBJ87oJgqg_0333,ben_shapiro,9tBJ87oJgqg,459.919,502.24,"only real food ingredients and absolutely nothing to hide with 20 grams of clean protein. Starting today, my listeners will receive an exclusive discount on Equips Prime Bar, which has become our team's favorite protein bar on the market. 20 grams of protein in every bar. There's a lot of protein. Made with just 11 clean ingredients like collagen and colostrum. These bars deliver 20 grams of grass-fed beef protein without the bloat. They're free from whey seed oils, artificial additives. Plus, they're naturally sweetened with dates and honey, so they taste like dessert without, you know, actually being dessert. Justin, our producer, he loves these things. Basically, he's surviving on them at this point. If you want to try the cleanest protein bar on the market, it's already sold out once. Go to equipfoods.com/benshapiro. Use code Ben Shapiro at checkout to get 25% off onetime purchases or 40% off",
joe_rogan_sRj5pxG2JPk_1805,joe_rogan,sRj5pxG2JPk,1960.159,2004.24,">> When Dick Gregory came on and who was a comedian, which was pretty wild, came on and had the footage of the Kennedy assassination. Everybody sees Kennedy's head go back into the left and you're like, >> ""Right, >> what what happened there?"" >> And you immediately apply just simple common physics to it. Yeah, >> you know, especially anybody who's who's ever fired a weapon. >> Also, it clearly looks like he got shot in the chest, too. Like when he grabs his neck, it clearly looks like he got shot right there. >> And there's always that talk about doing a tra, >> but you know, there's two different autopsies. There's the autopsy in Dallas that says it's an entry wound, and then there's the autopsy in Bethesda, Maryland that says it's tracheotomy. >> Interesting. >> Yeah. Two different autopsies. >> Make up your mind.",
joe_rogan_OOUc_0-oKRE_0526,joe_rogan,OOUc_0-oKRE,8171.52,8216.08,"left over, I Googled the other thing. The opposite or not, sorry, perplexity, the opposite thing. Uh, how many are in for violent crimes? >> Right. >> 62% in state prison, but only like 7 to 10% in federal. >> Interesting. Interesting. >> Most federal inmates are serving sentences related to drug and public order defenses. >> Oh my god, that's nuts. >> Yeah. I mean, it's just >> that is so nuts, man. It's like that. >> Do you think it's weed? I mean, what do you think it is? >> No, no, no. It's probably cocaine. Cocaine is the big one, right? Cocaine laced with fentinel. And then there's pills. And then there's meth. Meth is a big one, too. Those are the ones that everybody's really terrified of. No one's really The marijuana thing is a disingenuous argument because the marijuana thing is really there's a bunch of special interests that want",
joe_rogan_OOUc_0-oKRE_0393,joe_rogan,OOUc_0-oKRE,2574.079,2617.359,">> who's that good at being himself >> with a pie plate around his neck. A golden pie plate for being the most awesome guy ever. >> He salutes a science [laughter] fiction author who's, by the way, one of the worst writers in the history of writing. >> Elron, I've done the thing in New York where they try to electrocute you and see if you care about him or whatever. >> Oh, I I got that. >> You know what I'm talking about? I did that in San Diego. >> You did? >> Yeah. Yeah. Yeah. >> When? I was filming a TV show down there and uh you know we were in the middle of a break while we're filming and um they had like a like a conference table set up. It was like free personality test >> and I [clears throat] was like what is this? And I kind of knew what it was. I knew it was dietetics, you know, which is Scientology. >> Mhm. >> But the guy was like they made him do it. You could tell he was like not",
joe_rogan_FM463bp-UdM_1401,joe_rogan,FM463bp-UdM,4855.04,4897.92,">> just like nature has predators and it has wounded antelope that get too close to the water hole. all these things like kind of have to exist at the same time in order for progress to be made. It seems like there's just a certain amount of people that are just born gullible and not just gullible but kind of like wanting to be tricked. Uh he reportedly enulled marriages of couples and who joined the sect and took multiple women as his spiritual wives some of whom were very young girls. Uh former cult members have alleged that Kesh slept with wives of other members and maintained a harum, sometimes with women who were already married and fathered numerous children with various women. Caresh also",
joe_rogan_OOUc_0-oKRE_0433,joe_rogan,OOUc_0-oKRE,4255.28,4299.84,"grizzly bear and you jack them up on trend and you you give them testosterone and cocaine and then let them loose in the woods. That's what gain of function research is. And our government was funding that. They were funding making more evil life forms. And that's where CO 19 came from. It came from our tax dollars that goes off to this lab where they're working on making a a life form more vicious to people. >> What do they want? It's a [ __ ] weapon. That's what I think. >> But didn't they just use it against us? >> They Well, I think it got out. I don't think they tried to use it against us. That's what I think. But I think that they 100% are developing these things to dump them on other countries. That's a",
joe_rogan_OOUc_0-oKRE_0576,joe_rogan,OOUc_0-oKRE,10266.399,10310.399,"have four of the most beautiful kids in the world and they're so funny and you go over there and they're just like dying laughing and one of them looks just like her. It's so funny, dude. >> Um, do you think she's right about that French president? >> Oh, the winner. >> Yes. whether or not he is married to a man. >> She's all in on that, bro. >> Oh, she's all in. Well, >> they're suing her, aren't they? >> I think they are. I don't know if they still are, though. >> I think they're at least threatening a lawsuit. It's like for like 50 million bucks. >> Wee weer. [laughter] >> That would be my if she ever writes a book, that's got to be it. But dude, it is kind of strange that the guy is",
joe_rogan_sRj5pxG2JPk_1868,joe_rogan,sRj5pxG2JPk,4599.12,4641.52,">> Interesting. >> Right. >> Interesting. >> How many cop shows start with a guy who's down on his dumps putting a pizza in a blender for breakfast. You know what I mean? Like really like at his lowest of low points, right? >> Drinking and then maybe his daughter cries and he throws the bottles into the trash can. He's like, ""I'm done."" And now he's back. And there's a romantic thing to getting your [ __ ] together. >> Sure. Yeah. Yeah. Yeah. like Charlie's back better than ever, you know. >> Yeah. And it's uh it's you know, everybody's rooting for you again. >> Yeah. >> You know, and they and they and they're expecting the the the guy to deliver >> Yeah. with passion now. Real life experience. He was a drug addict. >> Exactly. Yeah. >> Look at Robert Downey Jr. now,",
joe_rogan_OOUc_0-oKRE_0429,joe_rogan,OOUc_0-oKRE,4091.68,4135.12,"Tetanus is super rare in America. It's not You could completely fix it by cleaning out the wound and if you get tetanus, they just inject you with the tetanus vaccine then. Like there's no need to give tetanus shots to baby. >> Yeah. They were saying maybe you should get it and I was like I don't even know if I've had it, you know, but I don't want it. I don't want anything else. >> You probably had it when you were young. >> Yeah. Yeah. I think I had that but they're like you should get it every 10 years. I'm like I don't know. I don't care. I'll be fine. I'm okay. >> It's real common in other countries. Like apparently it's they say the >> tetanus is >> Yeah. >> It's a bacteria. I didn't know it was a bacteria. I thought it was something you got from rusty nails, >> you know? >> Oh,",
joe_rogan_0loSsJ1mHVE_0610,joe_rogan,0loSsJ1mHVE,1216.64,1261.36,"out about it. Well, we had a bonfire party out of a guy's trailer home that night. And so this cat that had beat me up showed up and Harry had heard about it. And Harry's, you know, I'm like Harry's little mascot guy, right? [clears throat] So the guy gets out of his car and comes over there. Now we got a big bonfire going on, right? The guy comes over. But Harry didn't say a word to him. He walked up to him. This guy's like a foot taller than Harry. Harry got him, reached up, got him by the hair, hit him one time, broke his jaw, and threw him in the bonfire. Whoa. >> And a bunch of people had to put him out. I mean, this was just like a Friday night in Arkansas. [laughter]",
joe_rogan_OOUc_0-oKRE_0530,joe_rogan,OOUc_0-oKRE,8339.2,8383.76,"you're so overwhelmed by this [ __ ] constant onslaught of bad news. >> That's a good point. >> That you're freaking out always. But but then you got ICE raids where, you know, they're taking people that are American citizens and they're scaring the [ __ ] out of everybody and they're >> Yeah, dude. They made me the video thing that you see that thing where they put on the video. >> Oh, that was crazy. They didn't even ask you. >> Oh, it was really scary. You were just joking around because you were talking to a guy who's talk his friend and this was quite a while ago too, right? When was that video? >> Yeah, I don't know. I I it could have been like a year and a half ago or something. I don't remember. But that was crazy. >> It was a joke, right? She's like a friend I don't know if she said a friend of mine got deported. I can't remember what she said, but she's like, ""What? Do you have anything to say to him?"" Right.",
joe_rogan_0loSsJ1mHVE_0832,joe_rogan,0loSsJ1mHVE,10426.88,10469.679999999998,"been, >> you know. And so, [laughter] um, >> it's all [ __ ] >> It's all It's all in your head. >> It's all in your head. And >> but, you know, and not only were there not rock stars when we were growing up that were even many over 40, >> right? uh aside from the ones who died, age has changed a little bit. I mean, like, you know, if you look at my dad's high school uh yearbook, these [ __ ] look when they were 17, they look like they were 55. [laughter] >> You know what I mean? >> Hard living. >> Yeah. And like a man in those days, my dad died at 44 years of age. I thought he was an old man.",
joe_rogan_FM463bp-UdM_1447,joe_rogan,FM463bp-UdM,6788.239,6830.08,"government or whether it's a charity who [ __ ] trusts anybody that's doing these things to be wise with the money where it makes sense where you're a billionaire going, you know what? I like it. Take my 5% and we're going to fix crime. No, you're not fixing [ __ ] You're just going to take my money and you're just going to be more incompetent. Do you know when when Gavin Newsome got into office, they had a surplus? California had a surplus. >> Really? >> Yes. Um why don't you Google that? What was the what was the surplus of California and during the time where Gavin Newsome was the governor? How much is the deficit? >> I only hear surplus with regard to Bill",
joe_rogan_0loSsJ1mHVE_0650,joe_rogan,0loSsJ1mHVE,2866.72,2910.4,"mean, unless you're the Rolling Stones or the Who. We just opened for The Who on our last tour, which is awesome. Yeah. >> Wow. >> And um so this band has started as you know it's like you know I got this crap about it's always an actor who wants to be a musician just like this guy and that guy. And it's like no no I I was a musician who came to LA to play music accidentally became an actor and next thing you know I made $381 on an episode of Matlock with five lines and I'm [laughter] like I'm broke. I better do this. And that's how I became an actor. >> That's crazy. And so one way or the other uh we started out fighting that",
joe_rogan_OOUc_0-oKRE_0561,joe_rogan,OOUc_0-oKRE,9633.68,9678.16,"thoughts or think the same way I do. I think the thing that made me nervous was that that same company, Palunteer, got a deal in America to um create a database and help with like surveillance and stuff. So, that just makes me scared, you know, and made me a little bit nervous, not scared, but just like a little bit like what's going on here? Are we going to enter a surveillance state? You know, >> well, that's one of the arguments for letting chaos take place. One of the arguments for letting crime, letting criminals back out is that you make it so dangerous that in order to make it safe, you have to put restrictions on people and that's the only way. And you show that it's effective and then people comply and then everybody has a digital ID. The government tracks you like, you know, like that life 360 app where you can track all your friends, track all your family. >> Yeah. See if your wife's running around and you whatever.",
joe_rogan_gXbsq5nVmT0_1674,joe_rogan,gXbsq5nVmT0,7799.199,7842.079,>> it could be it could be a um concentration of sexual wealth effectively that if you have some force that allows um basically the hoarding of mates >> Mhm. >> leaving a lot of guys with no prospect. You might imagine that they might innovate something that the sex drive is so profoundly powerful that if some force makes it impossible to find a mate that other things would happen. I don't know if that's I don't know if,
joe_rogan_FM463bp-UdM_1305,joe_rogan,FM463bp-UdM,842.32,887.04,"discipline. It's like they're very technical. Abdul Manop who is uh Kabib's dad was a phenomenal trainer. Just just phenomenal. >> But where did where did he learn all of this [ __ ] Well, it's all, you know, Russian sombo and they all have like a long history of like I I think his dad Let's Let's Let's Google this just to make sure I'm not speaking out of my ass, but you know, you got to think of like sombo or combat sombo is that's where Fedor a millionenko came from, too. So, Russian sombo is like MMA, but they wear like a judo ghee top and they have shorts on and wrestling shoes, MMA gloves and [ __ ] headgear, and they",
joe_rogan_NSFaaq3vhfY_1124,joe_rogan,NSFaaq3vhfY,1935.279,1979.919,"of the Senate Intelligence Committee and the Senate Armed Services Committee. They were introducing me to people. They were opening doors for me and some of the people that I met through them [snorts] were actually involved in recovery programs and were going to do interviews and then ultimately decided not to and that they thought they thought it would cost them their lives. Two people used the same words with me actually. It was very interesting. Two people used the words, ""After careful consideration, I've decided I would be forfeiting my life if I participated on camera in your film."" The word forfeiting, which I never heard anyone use in that kind of a context, right? So, put yourself in my shoes. Like, I'm a normal guy from",
joe_rogan_O4wBUysNe2k_0124,joe_rogan,O4wBUysNe2k,3259.599,3304.4,"the area so they so they they get the revenue. Uh uh so and so that's why like said they don't arrest the drug dealers because otherwise the drug zombies would leave um and and and and they but but they don't want you have to have too much if they get too much drugs and they then they die. So it's they they're kept in this sort of perpetual zone of of being addicted but um but but just just barely alive. >> So how is this coordinated with like DAs DAs that don't prosecute people? So when they when they hire the or they push so they they fund the campaigns of the most progressive, most out there leftwing DAS, they get them into office. >> We've got that issue in Austin, too, by the way.",
